v3116	vTradingAgents
v3827	vVisualizationinMedicineandLifeSciencesII
v3820	vSocialMediaModelingandComputing
v3821	vMulti-objectiveEvolutionaryOptimisationforProductDesignandManufacturing
v3822	vVisualAnalysisofHumans
v3823	vContextandSemanticsforKnowledgeManagement
v2993	vControlandCybernetics
v2992	vJ.Inf.,Comm,EthicsinSociety
v2991	vRAIRO-Theor.Inf.andApplic.
v2990	vComputers&Geosciences
v2997	vIEEEIntelligentInformaticsBulletin
v2448	vAICI()
v2995	vJSEA
v2994	vJournalofWSCG
v2445	vDLS
v2444	vAICOLWorkshops
v2999	vStud.Inform.Univ.
v2446	vPIMRC
v2441	vIOT
v2440	vSOCA
v2443	vSECON
v2442	vServiceWave
v7514	vFieldworkforHealthcare:CaseStudiesInvestigatingHumanFactorsinComputingSystems
v7515	vImpossibilityResultsforDistributedComputing
v2669	vCOLING
v2668	vESAIR
v2199	vAdvancesinIntelligentInformationSystems
v2198	vFromMotorLearningtoInteractionLearninginRobots
v2193	vParallelandDistributedComputationalIntelligence
v2660	vCOIN@AAMAS&MALLOW
v2191	vEvolutionaryAlgorithmsandChaoticSystems
v2190	vAdvancesinIntelligentInformationandDatabaseSystems
v2665	vONTOSE
v2664	vEOMAS
v2195	vIntelligentMultimediaAnalysisforSecurityApplications
v2194	vConstructiveNeuralNetworks
v7011	vCyPhy
v7010	vIntegrationofSwarmIntelligenceandArtificialNeuralNetwork
v7013	vCSI
v7012	vMDEBE@MoDELS
v7015	vPROMISEWinterSchool
v7014	vSoC
v7017	vHiCoNS
v7016	vEURFID
v7019	vACE
v7018	vERD@SIGIR
v6632	vParameterizedcomplexityandapproximationalgorithms
v6633	vExactComplexityofNP-hardProblems
v6630	vNewDevelopmentsintheVisualizationandProcessingofTensorFields
v6631	vRuntimeVerification,Diagnosis,PlanningandControlforAutonomousSystems
v6636	vDesignandValidationofConcurrentSystems
v6637	vNumberTheoryandCryptography
v6634	vDelayandDisruption-TolerantNetworking(DTN)II
v6635	vSymmetricCryptography
v6638	vMUD@ICML
v6639	vALGOCLOUD
v1369	vWG
v1368	vCEC
v1365	vSIGGRAPHASIAArtGallery&EmergingTechnologies
v1364	vSIGGRAPHASIACourses
v1367	vWCRE
v1366	vCW
v1361	vSIGGRAPHASIAPosters
v1360	vOWLED
v1363	vSIGGRAPHASIAEducatorsProgram
v1362	vSIGGRAPHASIAAnimations
v6714	vNSW
v5022	vASCoMS@SAFECOMP
v1509	vComputerSupportedCooperativeWork
v1508	vCombinatorica
v1501	vIJCCI
v1500	vKMIS
v1503	vAnn.Math.Artif.Intell.
v1502	vArtif.Intell.Rev.
v1505	vComputerCommunicationReview
v1504	vArch.Math.Log.
v1507	vClusterComputing
v1506	vComputers&Graphics
v1417	vEIG
v1416	vCIIA
v1415	vCSIE()
v1414	vAPPS
v1413	vCSO()
v1412	vSISAP
v1147	vTSLP
v1410	vVRCAI
v628	vI.J.ArtificialIntelligenceinEducation
v627	vJ.InformationScience
v624	vJ.DataandInformationQuality
v625	vComputerStandards&Interfaces
v622	vIJDWM
v623	vCognitiveComputation
v620	vPervasiveandMobileComputing
v621	vElectronicNotesinDiscreteMathematics
v5624	vDARE@CIKM
v5625	vECol@CIKM
v5626	vNWSearch@CIKM
v5627	vICGTIS
v5620	vRecSysPosters
v5621	vCBRecSys@RecSys
v5622	vSLSP
v5623	vICTS(Workshops)
v5628	vICGIS
v5629	vCHANGE@ASPLOS
v4288	vSeRSy
v4285	vLISC
v4284	vWOP
v4287	vSPIM
v4286	vSATBI+SWIM
v4281	vHP-MOSys
v4280	vICITCS
v4283	vCOLD
v4282	vInternationalSemanticWebConference(Posters&Demos)
v5738	vEUMAS/AT
v1898	vLSMS/ICSEE()
v3107	vStrategicHealthTechnologyIncorporation
v5732	vMultimodalInteractioninImageandVideoApplications
v3457	vSecurityInformatics
v3104	vModelsofHorizontalEyeMovements,PartI
v3451	vInformationTechnologyandProductDevelopment
v3102	vUncertainSchemaMatching
v3101	vHighPerformanceDatacenterNetworks:Architectures,Algorithms,andOpportunities
v3452	vWeb.&SemanticWeb
v6157	vPSRC@MoDELs
v3459	vAgentandMulti-agentTechnologyforInternetandEnterpriseSystems
v3458	vMiningandAnalyzingSocialNetworks
v3109	vQuantumComputingforComputerArchitects,SecondEdition
v6156	vML/OCaml
v5731	vRecentAdvancesinInformationHidingandApplications
v1897	vLSMS/ICSEE
v5737	vEngineeringandManagementofIT-basedServiceSystems
v2852	vMath.Comput.
v2850	vJLCL
v2851	vMISQuarterlyExecutive
v2856	vIJIQ
v5734	vMachineLearninginHealthcareInformatics
v2854	vIEEETransactionsonSystems,Man,andCybernetics,PartB
v2855	vIEEETransactionsonSystems,Man,andCybernetics,PartC
v2858	vTheComputerScienceJournalofMoldova
v2859	vIEEETransactionsonIntelligentTransportationSystems
v6159	vISNCC
v6406	vReasoningwithProbabilisticandDeterministicGraphicalModels:ExactAlgorithms
v6611	vVDOS+DO@ICBO
v820	vIKE
v821	vIMAConferenceontheMathematicsofSurfaces
v822	vInternetMeasurementConference
v823	vIndustrialConferenceonDataMining-WorkshopDMM
v824	vIndustrialConferenceonDataMining-Posters
v825	vIndustrialConferenceonDataMining-IndustryProceedings
v826	vINTERACT()
v827	vIPMI
v828	vIPOM
v829	vIPDPS
v7220	vIJESDF
v7221	vLANMR
v7226	vEurographics(StateoftheArtReports)
v7227	vM-SCOPES
v7224	vComputationalGeometry
v7225	vLMO
v2276	vPrinciplesandApplicationsofDistributedEvent-BasedSystems
v2277	vAAMAS
v2274	vConferenceonDesigningInteractiveSystems
v2275	vDatabaseTechnologies:Concepts,Methodologies,Tools,andApplications
v2272	vTheStructureandPropertiesofColorSpacesandtheRepresentationofColorImages
v2273	vAccessControlinDataManagementSystems
v2270	vIntroductiontoReconfigurableSupercomputing
v2271	vBiomedicalImageAnalysis:Segmentation
v2278	vPrincipleAdvancementsinDatabaseManagementTechnologies
v6175	vEMR@ICMR
v6174	vSoMuS@ICMR
v6177	vHotStorage
v6176	vDigitalCreativity
v6171	vBD@VLDB
v6170	vDBRank@VLDB
v6173	vIGSC
v6172	vDWAI@AI*IA
v6179	vENUMATH
v6178	vEncyclopediaofArtificialIntelligence
v1772	vWebKDD/SNA-KDD
v1773	vPinKDD
v1770	vJSAI-isAIWorkshops
v1771	vJSAI
v1776	vKR
v1777	vLATIN
v1774	vSNAKDD
v1775	vKiVS
v1778	vLCN
v1779	vLCPC
v4461	vMDsec
v4460	vBIBMWorkshops
v4391	vCCA/ISIC
v4462	vProcesamientodelLenguajeNatural
v4465	vArsComb.
v4464	vEVALITA
v4467	vCAVE
v4394	vI.J.RFTechnol.:Res.andAppl.
v1196	vOperationsResearch
v1197	vSIGSPATIALSpecial
v1194	vEcologicalInformatics
v1195	vInformationSystemsResearch
v1192	vTransportationScience
v1193	vJ.Informetrics
v1190	vJ.GlobalOptimization
v1191	vStatisticalAnalysisandDataMining
v1198	vJIPS
v1199	vI.J.SocialRobotics
v4708	vOpenSymCompanion
v4709	vMilCIS
v4878	vCLEF(WorkingNotes)
v4879	vIPIN
v4700	vSHARK@ICSE
v4701	vInf.Res.
v4702	vISNN
v4703	vSIU
v4704	vECAL
v4705	vHASP@ISCA
v4870	vSE-HPCCSE@SC
v4871	vAAAISpringSymposium:Shikakeology
v3738	vIEEESignalProcess.Mag.
v3739	vD-LibMagazine
v3730	vRel.Eng.&Sys.Safety
v3731	vIJAACS
v3732	vDatenschutzundDatensicherheit
v3733	vSIGPLANNotices
v3734	vIJWS
v3735	vIJCSE
v3736	vIJSCCPS
v3737	vGamesandEconomicBehavior
v5479	vCrowdSoft@SIGSOFTFSE
v5478	vPROLE
v1998	vFTVI/FTRI
v1999	vNICSO
v5471	vIEEETrans.Cybernetics
v1997	vSBP
v5473	vVirtualColonoscopyandAbdominalImaging
v1995	vDIC
v5475	vPFSW@HPDC
v5474	vWivace
v5477	vInternationalJournalofWebApplication():IJWA
v1991	vHPCA(China)
v5715	vIJCVR
v6553	vLMIS@EICS
v3848	vCombinatorialOptimization-MethodsandApplications
v3849	vQuantumCryptographyandComputing
v3843	vQuantumRadar
v3846	vPrivacyinSocialNetworks
v3847	vAlgebraicAspectsofDigitalCommunications
v3844	vHigh-levelStructuresforQuantumComputing
v3845	vDeepWebQueryInterfaceUnderstandingandIntegration
v6552	vDecisionSciences
v2469	vIMAGAPP/IVAPP
v2468	vWirelessDays
v2463	vAH
v2462	vISDF
v2461	vUCMedia
v2460	vICSOB
v2467	vIWSDS
v2466	vSocialCom/PASSAT
v2465	vPGCIC
v2464	vAND
v5900	vSST@ICSE
v3594	vComputersintheHumanInteractionLoop
v3595	vMobileTV:CustomizingContentandExperience
v3596	vWholeBodyInteraction
v3597	vMigratoryInteractiveApplicationsforUbiquitousEnvironments
v3590	vTabletops
v3591	vTheEngineeringofMixedRealitySystems
v3592	vComputingwithSocialTrust
v3593	vLearninginCommunities
v3598	vHuman-CenteredSoftwareEngineering
v3599	vBrain-ComputerInterfaces
v1115	vJournalofApproximationTheory
v5903	vTIMM
v6884	vTCC@STAF
v2547	vIRMJ
v1112	vI.J.Comput.Appl.
v7039	vPaladyn
v7038	vDecisions@Recsys
v7037	vEAIEndorsedTrans.Self-AdaptiveSystems
v7036	vGSCL
v7035	vEWG-DSS
v7034	vCIES
v7033	vWACI
v7032	vICSSI
v7031	vCIISE
v7030	vEVOTE
v1113	vITA
v5904	vEncyclopediaofSocialNetworkAnalysisandMining
v1111	vInteractions
v6618	vInformationprocessing,rationalbeliefchangeandsocialinteraction
v6619	vModels@run.time@Dagstuhl
v6348	vAutomotiveUI(adjunct)
v6349	vICETE(SelectedPapers)
v6346	vSBIM
v6347	vBPIC@BPM
v6344	vWorldCIST()
v6345	vCHINACOM
v6342	vEnviroInfo
v6343	vICTAgeingWell
v6340	vSouthCHI
v6341	vCHI-KDD
v1699	vGMP
v1698	vGIScience
v1349	vPRIMA
v1348	vPReMI
v1343	vOPODIS
v1342	vMobileDataManagement
v1341	vLA-WEB/CLIHC
v1340	vIWPEC
v1347	vPRDC
v1694	vGAMEON
v1345	vPDCAT
v1696	vGraphDrawing
v6922	vCMSR@ECCB
v6923	vGALA
v979	vCreativity&Cognition
v6920	vLT@ICPE
v6921	vICCH
v6926	vIWSPA@CODASPY
v6927	vDX@Safeprocess
v6924	vFMSEE&T@FM
v6925	vSIGMOD/PODSPh.D.Symposium
v1527	vIEEEMicro
v5867	vJ.ComputationalDesignandEngineering
v1525	vJ.UCS
v5641	vICEIS())
v5646	vVISLA@LAK
v1522	vJournalofMathematicalImagingandVision
v1521	vJ.GraphAlgorithmsAppl.
v5645	vIEEECloudComputing
v5648	vRISK@ICTSS
v5649	vISWCAdjunct
v1529	vMONET
v1528	vMachineLearning
v4119	vICMLA()
v4118	vICCPS
v4115	vAmIWorkshops
v4114	vCLEF(OnlineWorkingNotes/Labs/Workshop)
v4117	vSWIM
v4116	vTheoreticalFoundationsofComputerVision
v4111	vAGTIVE
v4110	vDAGM/OAGM-Symposium
v4113	vITHET
v4112	vSAFECOMPWorkshops
v1530	vTheoryComput.Syst.
v5852	vAlCoB
v1532	vOrder
v1533	vPatternAnal.Appl.
v5857	vLogicaUniversalis
v1535	vRequir.Eng.
v1536	vReal-TimeSystems
v5678	vFront.RoboticsandAI
v3697	vAppliedAdversarialReasoningandRiskModeling
v3696	vAutomatedActionPlanningforAutonomousMobileRobots
v3695	vAnalyzingMicrotext
v3694	vActivityContextRepresentation
v3693	vDRCN
v3692	vI-UxSED
v3691	vSIIS
v3690	vACoTA
v5675	vROBOCOMM
v3699	vAIforDataCenterManagementandCloudComputing
v3698	vInteractiveDecisionTheoryandGameTheory
v1835	vSERA(selectedpapers)
v1834	vSERA
v1837	vGreenNetworking
v1836	vSETN
v1831	vSCN
v1830	vDDI
v1833	vSEBD
v1832	vSoftwareEngineering(Workshops)
v1839	vSIGGRAPHEmergingTechnologies
v1838	vApSys
v5670	vEAIEndorsedTrans.ComplexSystems
v5325	vDLfM@JCDL
v5324	vIDT
v5327	vCyberSA
v3473	vHumanoids
v3472	vCOSTTDInternationalWorkshop
v3471	vCOSTConference
v3470	vDASC
v3477	vTOSCA
v3476	vID
v3475	vAINTEC
v3474	vQoMEX
v5321	vIntentionalPerspectivesonInformationSystemsEngineering
v3479	vLARC
v3478	vISWCS
v5320	vAcceleratingGlobalSupplyChainswithIT-Innovation
v5323	vHandbookofCloudComputing
v5322	vInnovativePracticesinTeachingInformationSciencesandTechnology
v2878	vInformation&Management
v2879	vJ.ofManagementInformationSystems
v2870	vIJOPCD
v2871	vIJMMME
v2872	vIJKBO
v2873	vIJCBPL
v2874	vIJCALLT
v2875	vTAL
v2876	vInformation
v2877	vAustralasianJ.ofInf.Systems
v4105	vSLATE
v1053	vMobiSec
v204	vEmpiricalSoftwareEngineering
v205	vEng.Comput.(Lond.)
v206	vIEEEIntelligentSystems
v207	vFormalAsp.Comput.
v200	vIEEEDesign&TestofComputers
v201	vEur.J.Comb.
v202	vElectronicMarkets
v203	vElectr.NotesTheor.Comput.Sci.
v208	vFutureGenerationComp.Syst.
v209	vFormalMethodsinSystemDesign
v808	vICTAC
v809	vICVS
v806	vICSOFT()
v807	vICSR
v804	vICSM
v805	vICSOC/ServiceWave
v802	vICISS
v803	vICMI
v800	vICINCO-SPSMC
v801	vICINCO-ICSO
v1051	vFOMI
v2258	vDababaseReplication
v2259	vCollaborativeWebSearch:Who,What,Where,When,andWhy
v2254	vOFDMSystemsforWirelessCommunications
v2255	vSparseAdaptiveFiltersforEchoCancellation
v2256	vBroadbandQuantumCryptography
v2257	vDataStreamManagement
v2250	vComputerArchitecturePerformanceEvaluationMethods
v2251	vSchedulingandCongestionControlforWirelessandProcessingNetworks
v2252	vMulti-PitchEstimation
v1050	vMIE
v4582	vASIACRYPT()
v4583	vISVC
v4580	vADMA()
v4581	vSBAC-PADWorkshops
v4586	vMAVEBA
v4587	vWEIT
v4584	vICIC
v5110	vBadtotheBone:CraftingElectronicSystemswithBeagleBoneandBeagleBoneBlack
v4585	viJAC
v7200	vAHandbookforAnalyticalWriting:KeystoStrategicThinking
v7201	vAnalyticalPerformanceModelingforComputerSystems,SecondEdition
v7202	vAcousticalImpulseResponseFunctionsofMusicPerformanceHalls
v7203	vInteractiveTechnologiesforAutism
v7204	vSemi-SupervisedLearningandDomainAdaptationinNaturalLanguageProcessing
v7205	vControlSystemSynthesis:AFactorizationApproach,PartI
v7206	vContextualAnalysisofVideos
v7207	vSelectedAsymptoticMethodswithApplicationstoElectromagneticsandAntennas
v7208	vHealthCareEngineeringPartII:ResearchandDevelopmentintheHealthCareEnvironment
v7209	vTheDatacenterasaComputer:AnIntroductiontotheDesignofWarehouse-ScaleMachines,SecondEdition
v6153	vMSCC@MobiHoc
v6152	vTime-of-FlightandDepthImaging
v6151	vComputationalIntelligenceforDecisionSupportinCyber-PhysicalSystems
v6150	vSoftwareEngineeringResearch,ManagementandApplications
v6409	vMATLABforEngineeringandtheLifeSciences
v6408	vNeedsandFeasibility:AGuideforEngineersinCommunityProjects
v6155	v#MSM
v6154	vACESMB@MoDELS
v6405	vTheMakingofGreenEngineers
v6404	vSpacesofInteraction,PlacesforExperience
v6407	vAPrimeronHardwarePrefetching
v6158	vFedCSISPositionPapers
v6401	vModelingDigitalSwitchingCircuitswithLinearAlgebra
v6400	vApproximabilityofOptimizationProblemsthroughAdiabaticQuantumComputation
v6403	vOntology-BasedInterpretationofNaturalLanguage
v6402	vEngineeringandSociety:WorkingTowardsSocialJustice,PartII
v1758	vIRCDL
v1759	vIRI
v1750	vIndustrialConferenceonDataMining-Workshops
v1751	vINEX
v1752	vINFOCOM
v1753	vIPCO
v1754	vIPMU
v1755	vIPMU()
v1756	vIPSN
v1757	vICIQ
v5981	vJACIC
v5980	vJ.AerospaceInf.Sys.
v5983	vADMS@VLDB
v5982	vAAAISpringSymposium:LifelongMachineLearning
v5985	vIJMA
v5984	vSSW@VLDB
v5987	vIWSLT
v5986	vWISE@ASE
v5989	vNORCHIP
v5988	vCARE/MFSC@AAMAS
v5844	vART@PetriNets
v1037	vFIRARoboWorldCongress
v5189	vSAM@MM
v5188	vAVEC@MM
v5181	vSemStats@ISWC
v5180	vURSW@ISWC
v5183	vSIGGRAPHAsiaVisualizationinHighPerformanceComputing
v5182	vSIGGRAPHArtPapers
v5185	vWUWNet
v5184	vSIGGRAPHStudioTalks
v5187	vMAED@MM
v5186	vPIVP@MM
v4854	vIEEETrans.AutomationScienceandEngineering
v4855	vIntelligentAutomation&SoftComputing
v4856	vTiiS
v4857	vAAAISpringSymposium:DataDrivenWellness
v4850	vIEEETrans.NetworkandServiceManagement
v4851	vIJSNet
v4852	vTheoryinBiosciences
v4853	vIETCommunications
v1036	vSoMeT
v4858	vAAAISpringSymposium:Creativityand(Early)CognitiveDevelopment
v4859	vWOLFHPC@SC
v5457	vDecisions@RecSys
v5456	vRSWeb@RecSys
v5455	vIMVIP
v5454	vDKB/KIK@KI
v5453	vEAIEndorsedTrans.CollaborativeComputing
v5452	vMSM
v5451	vATANLP@EACL
v5450	vIASSIST
v5329	vWaSABi@ISWC
v5328	vPAAP
v5459	vFiCloud
v5458	vCOS
v781	vInternationalConferenceonInternetComputing
v780	vWebIntelligence/IATWorkshops
v783	vIC-AI
v782	vICAPP
v785	vICANN()
v784	vICALT
v787	vICCS
v786	vICARIS
v789	vICDAR
v788	vICCSA()
v4588	vUDMV
v4589	vPLP@ICLP
v2401	vCOLT
v2400	vPIKM
v2403	vICFI
v2402	vDATESO
v2405	vUPGRADE-CN
v2404	vSPRINGL
v2407	vICES
v2406	vICCV
v2409	vICPADS
v2408	vICINCO()
v4326	vMonteCarloMeth.andAppl.
v4327	vGroupsComplexityCryptology
v4324	vComputers
v4325	vJ.Cheminformatics
v4322	vComput.Meth.inAppl.Math.
v4323	vJournalofResearchandPracticeinInformationTechnology
v4320	vInt.J.ofAsianLang.Proc.
v4321	vQFM
v4328	vEuropeanJournalofLawandTechnology
v4329	vJournalofInformation,LawandTechnology
v3860	vRIVF
v3861	vSLT
v3862	vTelecommunicationEconomics
v3863	vIHC+CLIHC
v3864	vMSPC
v3865	vMMVR
v3866	vEuro-ParWorkshops()
v3867	vBMSD
v3868	vATE
v3869	vICDEM
v1216	vI.J.KnowledgeandWebIntelligence
v3316	vFGIT-BSBT
v3317	vFGIT-SecTech/DRBC
v3314	vFGIT-GDC/CA
v3315	vFGIT-SIP/MulGraB
v3312	vFGIT-DTA/BSBT
v3313	vFGIT-SecTech
v3310	vFGIT-ASEA
v3311	vFGIT-FGCN
v3318	vFGIT-UNESST
v3319	vICMR
v5222	vDChanges@DocEng
v6364	vPMHWN@MSWiM
v6365	vT.Aspect-OrientedSoftwareDevelopmentVII
v6366	vTacTT@ITS
v6367	vGameDays
v6360	vAAAIFallSymposium:ArtificialIntelligenceforGerontechnology
v6361	vISAGA
v6362	vDIVANet@MSWiM
v5023	vSASSUR@SAFECOMP
v6368	vMAHMI@INTERSPEECH
v6369	vAdvancesinICTforBusiness,IndustryandPublicSector
v1072	vLANC
v1075	vFGIT
v5027	vDieDynamiksozialerundsprachlicherNetzwerke
v7415	vAIMC@EuroSys
v7414	vGSW
v1537	vStudiaLogica
v7416	vPaPoC@EuroSys
v7411	vSemanticSimilarityfromNaturalLanguageandOntologyAnalysis
v1077	vAICI
v7413	vAusGrid
v7412	vMiningHumanMobilityinLocation-BasedSocialNetworks
v5025	vIJUWBCS
v7419	vWESE
v7418	vELP@FedCSIS
v6092	vMT-ITS
v6093	vHPSC
v6090	vCESCIT
v6091	vISI()
v6096	vSOFA
v6097	vMindCare
v6094	vCIDUE
v6095	vICAASE
v6098	vPRISMS
v6099	vPPSN
v3469	vSpatialDataManagement
v6898	vBPOE@ASPLOS/VLDB
v6899	vDemos/Posters/StudentResearch@MoDELS
v6892	vISA@GIS
v6893	vEAIEndorsedTrans.EnergyWeb
v6890	vCOMP@SIGSPATIAL
v6891	vGeoPrivacy
v6896	vNord.J.Comput.
v6897	vICSCS
v6894	vSideways@HT
v6895	vIJDC
v1321	vICEBE
v1320	vICAS
v1323	vICNC()
v1322	vICN
v1325	vICRA
v1324	vICONIP()
v1327	vAIAIWorkshops
v1326	vICTAI
v1329	vPRO-VE
v1328	vAIAI
v5668	vAdvancedResearchinDataPrivacy
v5669	vNewTrendsinComputationalCollectiveIntelligence
v5848	vHAISA
v5849	vRiTA
v5660	vHandbookonBusinessProcessManagement()
v5845	vATAED@PetriNets/ACSD
v5846	vIEEE/ACMTrans.Audio,Speech&LanguageProcessing
v5847	vInSilicoBiology
v5840	vMARS@MobiSys
v5841	vWearSys@MobiSys
v5842	vDroNet@MobiSys
v5843	vMCS@MobiSys
v4139	vMeshMed
v4138	vCyberSec
v1073	vIVIC
v4133	vSBLP
v4132	vSPLASH
v4131	vSPICE
v4130	vEDA
v4137	vMSST
v4136	vEurobotConference
v4135	vCVPRWorkshops
v4134	vDATA
v6539	vAlgebraicMethodsinComputationalComplexity
v6538	vDynamicMaps
v6829	vMSM/MUSE/SenseML
v6828	vSWLAW+DC@JURIX
v6827	vJDMDH
v6826	vRecentAdvancesinAutomation,RoboticsandMeasuringTechniques
v6537	vSearchMethodologies
v6536	vInformation-CentricNetworking
v6823	vSOSR
v6822	vAslibProceedings
v3679	vSocialInnovationandSocialMedia
v6821	vTweetMT@SEPLN
v3675	vAAAISpringSymposium:IntelligentEventProcessing
v3674	vAAAISpringSymposium:ArtificialIntelligenceandSustainableDesign
v3677	vICSIPA
v3676	vUMAPWorkshops
v3671	vAAAISpringSymposium:ExperimentalDesignforReal-WorldSystems
v3670	vAAAISpringSymposium:BenchmarkingofQualitativeSpatialandTemporalReasoningSystems
v3673	vAAAISpringSymposium:AIforBusinessAgility
v3672	vAAAISpringSymposium:HelpMeHelpYou:BridgingtheGapsinHuman-AgentCollaboration
v1813	vPAKDDWorkshops
v1812	vPeer-to-PeerComputing
v1811	vNSDI
v1810	vNPC
v1817	vPCM()
v1816	vPATMOS
v1815	vPASTE
v1814	vPAKDD()
v1819	vPPAM()
v1818	vPE-WASUN
v3419	vIEEETrans.Prof.Communication
v3418	vInt.J.Comp.Sci.Sport
v3411	vChicagoJ.Theor.Comput.Sci.
v3410	vJournalofCommunicationsandNetworks
v3413	vIEEECommunicationsMagazine
v3412	vIJCWT
v3415	vDesignAutom.forEmb.Sys.
v3414	vIEEEWirelessCommun.
v3417	vIEEEIntell.Transport.Syst.Mag.
v3416	vNetworkSecurity
v194	vDataMin.Knowl.Discov.
v195	vDes.CodesCryptography
v196	vDiscrete&ComputationalGeometry
v197	vDigitalInvestigation
v190	vCombinatorics,Probability&Computing
v191	vACMComput.Surv.
v192	vComputerVisionandImageUnderstanding
v193	vDiscreteAppliedMathematics
v5978	vAAAISpringSymposium:AnalyzingMicrotext
v198	vDataKnowl.Eng.
v199	vDiscreteMathematics
v5979	vAAAISpringSymposium:Self-TrackingandCollectiveIntelligenceforPersonalWellness
v5974	vAAAISpringSymposium:DesigningIntelligentRobots
v1294	vAPLAS
v1109	vINFORMSJournalonComputing
v5976	vAAAISpringSymposium:AI,TheFundamentalSocialAggregationChallenge
v5793	vWaSABi-FEOSW@ESWC
v5794	vKNOW@LOD
v5971	vIHC(Companion)
v222	vInt.J.HybridIntell.Syst.
v223	vInt.J.Intell.Syst.
v220	vInt.J.Comput.Math.
v221	vInt.J.Found.Comput.Sci.
v226	vInt.J.NeuralSyst.
v1293	vALGOSENSORS
v224	vInternationalJournalofInformationTechnologyandDecisionMaking
v225	vInt.J.Hum.-Comput.Stud.
v228	vIJPRAI
v5973	vNANOARCH
v5575	vWoF'
v2238	vKeywordSearchinDatabases
v2239	vCommunityDetectionandMininginSocialMedia
v2232	vAnalyticalPerformanceModelingforComputerSystems
v2233	vAnIntroductiontoDuplicateDetection
v2230	vTransactionalMemory(.ed.)
v2231	vCommunicationNetworks:AConciseIntroduction
v2236	vPrivacy-PreservingDataPublishing:AnOverview
v2237	vEnsembleMethodsinDataMining
v2234	vAnalysisTechniquesforInformationSecurity
v2235	vSemanticRoleLabeling
v7487	vCODS
v5866	vMLIS@ICML
v7485	vScalCom-EmbeddedCom
v6139	vFDSE
v6138	vIMCOM
v6429	vSemanticBreakthroughinDrugDiscovery
v6428	vMiningandCommunities:UnderstandingtheContextofEngineeringPractice
v6423	vNearFieldCommunication:RecentDevelopmentsandLibraryImplications
v6130	vSDE
v6421	vGraph-BasedSemi-SupervisedLearning
v6420	vGeometricProgrammingforDesignandCostOptimization
v6427	vALittleBookonTeaching
v6426	vMathematicalBasicsofMotionandDeformationinComputerGraphics
v6425	vEngineeringandSustainableCommunityDevelopment
v6136	vIJMSTR
v5865	vIETImageProcessing
v5862	vAutomatedReasoningandMathematics
v648	vADHOC-NOW
v4998	vMSPC@PLDI
v644	vISCAPDCCS
v645	vRelMiCS
v646	vACIVS
v647	vADBIS
v818	vIICS
v640	vZukunftIngenieurwissenschaften
v641	vACIS-ICIS
v642	vARES
v643	vIEEESCC
v4832	vLSCS
v4833	vIWIGP
v426	vATC
v4831	vMCU
v4836	vSKY
v4837	vICK(SelectedPapers)
v422	vPetriNets
v4835	vICCSA(ShortPapers/posterpapers/PhDstudentshowcaseworks)
v4838	vMODULARITY
v4839	vVTDC@HPDC
v428	vLanguages:FromFormaltoNatural
v429	vBNCOD
v5861	vTheBeautyofFunctionalCode
v5303	vIndustrialDeploymentofSystemEngineeringMethods
v5302	vInteractiveExperienceintheDigitalAge
v5301	vPopulationReconstruction
v5300	vHandbookofConceptualModeling
v5307	vHandbuchNetzwerkforschung
v5306	vTopologicalMethodsinDataAnalysisandVisualization
v5305	vTrustedCloudComputing
v5304	vTrendsinParsingTechnology
v5309	vScientificDataMiningandKnowledgeDiscovery
v5308	vS-BPMintheWild,PracticalValueCreation
v2	vACNS
v3	vACSC
v4	vADC
v5	vAfrigraph
v6	vCanadianConferenceonAI
v7	vALENEX
v8	vAOSD
v9	vAPCCM
v769	vGIS
v768	vGIS-IWCTS
v767	vGeoS
v766	vGCA
v765	vGbRPR
v764	vFroCos
v763	vFQAS
v762	vFOSAD
v761	vFORMATS
v760	vFM
v3970	vMidSens
v2939	vIJWNBT
v2938	vIJAOM
v2429	vUSENIXSecuritySymposium
v2428	vTRIDENTCOM
v2935	vAppliedComp.Int.SoftComputing
v2934	vAdv.OperationsResearch
v2937	vIJBPSCM
v2936	vJCSE
v2423	vSicherheit
v2422	vSETA
v2933	vAdv.SoftwareEngineering
v2932	vInt.J.ComputerGamesTechnology
v4308	vJ.Instruction-LevelParallelism
v4309	veLearnMagazine
v4304	vDUBMMSM
v4305	vMLINI
v4306	vSWAIE
v4307	vSoftwareMining
v4300	vBCI(Local)
v4301	vEUMAS
v4302	vSHB
v4303	vMIX-HS
v3888	vICBO
v3889	vLPAR
v3886	vBeliefFunctions
v3887	vVLSI-SoC(SelectedPapers)
v3884	vGRAPP/IVAPP
v3885	vGKR
v3882	vEvoMUSART
v3883	vEvoApplications
v3880	vSePublica
v3881	vEWRL
v2689	vS-CUBE
v2222	vEvolutionaryDesignofIntelligentSystemsinModeling,SimulationandControl
v2683	vFOGA
v2682	vFG
v2681	vEUC
v2680	vEGPGV
v2687	vGRID
v2686	vComputationalTransportationScience
v2685	vGIR
v2684	vGeoInfo
v3086	vAPerspectiveonSingle-ChannelFrequency-DomainSpeechEnhancement
v3087	vStochasticNetworkOptimizationwithApplicationtoCommunicationandQueueingSystems
v3084	vRethinkingQuaternions
v3085	vMethodsforMiningandSummarizingTextConversations
v3082	vAnalysisofOrientedTexturewithApplicationstotheDetectionofArchitecturalDistortioninMammograms
v3083	vMatricesinEngineeringProblems
v3080	vSoftComputingforIntelligentControlandMobileRobotics
