v3116	vTradingAgents
v964	vWebIntelligence
v967	vWirtschaftsinformatik()
v966	vWIDM
v969	vHOTMOBILE
v968	vWISE
v2813	vMobiCASE
v4359	vMicrocontrollerProgrammingandInterfacingTexasInstrumentsMSP,PartII
v2810	vEuropeComm
v2811	vDigiBiz
v4382	vSBSC
v4248	vCLUSTERWorkshops
v4358	vGames:UnifyingLogic,Language,andPhilosophy
v3444	vIJDIM
v4322	vComput.Meth.inAppl.Math.
v4383	vSIBGRAPITutorials
v4323	vJournalofResearchandPracticeinInformationTechnology
v1783	vMABS
v1782	vLSSC
v1781	vLOPSTR
v1780	vLISA
v1039	vePart
v1038	vRP
v1785	vMASCOTS
v1784	vDigitalMammography/IWDM
v1035	vACML
v1034	vCHIMIT
v1037	vFIRARoboWorldCongress
v1036	vSoMeT
v1031	vENTER
v1030	vMIG
v1033	vICIDS
v1032	vAmI
v4241	vMedAlg
v4352	vBeliefRevisionmeetsPhilosophyofScience
v4240	vIDCS
v4001	vMMSys
v3889	vLPAR
v4243	vHPCC-ICESS
v4242	vIberSPEECH
v569	vComput.J.
v568	vComputationalComplexity
v565	vBriefingsinBioinformatics
v564	vAutonomousAgentsandMulti-AgentSystems
v567	vBulletinofSymbolicLogic
v566	vBioinformatics
v561	vComplex()
v560	vAGILEConf.
v563	vAppl.AlgebraEng.Commun.Comput.
v562	vIF&GIS
v41	vEWSN
v1320	vICAS
v43	vFASE
v1322	vICN
v45	vWorkshopontheTheoryandPracticeofProvenance
v44	vFAST
v47	vFPGA
v46	vFOSSACS
v1329	vPRO-VE
v1328	vAIAI
v4246	vICGS/e-Democracy
v1259	vNewConceptsinDigitalReference
v1258	vAutomatedMetadatainMultimediaInformationSystems
v1251	vTheLogicofAdaptiveBehavior
v1250	vOntologyRepresentation
v1253	vAClassofAlgorithmsforDistributedConstraintOptimization
v1252	vLegalTheory,SourcesofLawandtheSemanticWeb
v1255	vTheMemorySystem:YouCan'tAvoidIt,YouCan'tIgnoreIt,YouCan'tFakeIt
v1254	vIntroductiontoSemi-SupervisedLearning
v1257	vHypermediaGenes:AnEvolutionaryPerspectiveonConcepts,Models,andArchitectures
v1256	vPracticalGlobalIlluminationwithIrradianceCaching
v1196	vOperationsResearch
v4144	vISoLA()
v638	vModularOntologies
v4218	vONTOBRAS-MOST
v4139	vMeshMed
v4138	vCyberSec
v4133	vSBLP
v4132	vSPLASH
v4131	vSPICE
v4130	vEDA
v4137	vMSST
v4136	vEurobotConference
v4135	vCVPRWorkshops
v4134	vDATA
v3740	vIJCIH
v178	vComputerAidedGeometricDesign
v179	vCyberneticsandSystems
v176	vBellLabsTechnicalJournal
v177	vCommun.ACM
v174	vAutom.Softw.Eng.
v175	vBiologicalCybernetics
v172	vArtificialIntelligenceinMedicine
v173	vAppl.SoftComput.
v170	vAppl.Math.Lett.
v171	vAuton.Robots
v778	vIE
v779	vIAT
v774	vHoloMAS
v775	vHPCC
v776	vMELT
v777	vUbiComp
v770	vGIS-LBSN
v771	vGPCE
v772	vGrundlagenvonDatenbanken
v773	vHybridMetaheuristics
v4389	vCMCS
v3863	vIHC+CLIHC
v637	vMethods,ModelsandToolsforFaultTolerance
v2966	vJ.CommunityInformatics
v636	vFoundationsofComputationalIntelligence()
v1392	vIROS
v4007	vComp.Opt.andAppl.
v4006	vSIGCASComputersandSociety
v4005	vMath.Meth.ofOR
v4004	vDiscreteMath.,Alg.andAppl.
v4003	vIJIMAI
v4002	vEEWC
v3079	vStudiesinComputationalIntelligence
v3078	vSoftComputingforRecognitionBasedonBiometrics
v3077	vFromSociologytoComputinginSocialNetworks
v3076	vCounterterrorismandOpenSourceIntelligence
v3075	vNewTrendsinDataWarehousingandDataAnalysis
v3074	vKnowledgeManagementandOrganizationalLearning
v3073	vTheFourthParadigm
v3072	vImageRegistrationforRemoteSensing
v3071	vAdvancesinInformationSecurity
v3070	vGeometricAlgebraComputing
v3868	vATE
v3679	vSocialInnovationandSocialMedia
v3678	vTheSocialMobileWeb
v3869	vICDEM
v3675	vAAAISpringSymposium:IntelligentEventProcessing
v3674	vAAAISpringSymposium:ArtificialIntelligenceandSustainableDesign
v3677	vICSIPA
v3676	vUMAPWorkshops
v3671	vAAAISpringSymposium:ExperimentalDesignforReal-WorldSystems
v2968	vDiscussionesMathematicaeGraphTheory
v3673	vAAAISpringSymposium:AIforBusinessAgility
v3672	vAAAISpringSymposium:HelpMeHelpYou:BridgingtheGapsinHuman-AgentCollaboration
v1813	vPAKDDWorkshops
v1812	vPeer-to-PeerComputing
v1811	vNSDI
v1810	vNPC
v1817	vPCM()
v1816	vPATMOS
v1815	vPASTE
v1814	vPAKDD()
v1819	vPPAM()
v1818	vPE-WASUN
v688	vCIARP
v689	vCiE
v680	vWESS
v681	vACMConferenceonComputerandCommunicationsSecurity
v682	vAISec
v683	vSTC
v684	vCDES
v685	vCDVE
v686	vCGVR
v687	vCHES
v2412	vINLG
v2413	vIPDPSWorkshops
v2410	vICTAI()
v2411	vIFIPTCS
v2416	vNLPCS
v2417	vNMA
v2414	vMEMOCODE
v2415	vMMM()
v4009	vComput.Syst.Sci.Eng.
v2418	vPDC
v2419	vPRIS
v3419	vIEEETrans.Prof.Communication
v3418	vInt.J.Comp.Sci.Sport
v4311	vJ.ClinicalBioinformatics
v4310	vC&RL
v4317	vSourceCodeforBiologyandMedicine
v4316	vJournalofComputationalBiology
v4315	vCyberpsy.,Behavior,andSoc.Networking
v4314	vBrainConnectivity
v3411	vChicagoJ.Theor.Comput.Sci.
v3410	vJournalofCommunicationsandNetworks
v3413	vIEEECommunicationsMagazine
v3412	vIJCWT
v3415	vDesignAutom.forEmb.Sys.
v3414	vIEEEWirelessCommun.
v3417	vIEEEIntell.Transport.Syst.Mag.
v3416	vNetworkSecurity
v356	vIJCINI
v357	vAdvancesinEngineeringSoftware
v354	vIJSTM
v355	vIJBRA
v352	vJ.NetworkandComputerApplications
v353	vAppliedOntology
v350	vTKDD
v351	vTWEB
v3781	vIJTM
v3780	vFoundationsandTrendsinTechnology,InformationandOperationsManagement
v3783	vIJCAET
v3782	vIJSNM
v3785	vTrans.EmergingTelecommunicationsTechnologies
v3784	vIJIEI
v358	vIJAHUC
v359	vIJBIS
v194	vDataMin.Knowl.Discov.
v195	vDes.CodesCryptography
v196	vDiscrete&ComputationalGeometry
v197	vDigitalInvestigation
v190	vCombinatorics,Probability&Computing
v191	vACMComput.Surv.
v192	vComputerVisionandImageUnderstanding
v193	vDiscreteAppliedMathematics
v3895	vHumansandComputers
v3894	vHCCE
v3897	vKeyCompetenciesintheKnowledgeSociety
v3896	vHC
v198	vDataKnowl.Eng.
v199	vDiscreteMathematics
v3893	vCAiSEForum(SelectedPapers)
v3892	vBROADNETS
v3257	vCCBR
v3256	vSERENE
v3255	vISSCC
v3254	vGovernanceandSustainabilityinInformationSystems
v3253	vGlobalScourcingWorkshop
v3252	vMARCSymposium
v2308	vDigitaldesignandapplications
v2309	vClassicsinmathematics
v2306	vIWLCS
v2307	vObjekttechnologie
v2304	vAddison-Wesleyseriesinstatistics
v2305	vBeiträgezurgraphischenDatenverarbeitung
v2302	vMcGraw-Hillseriesininformationprocessingandcomputers
v2303	vICVC()
v2300	vSpringer-Lehrbuch
v2301	vPearsonStudium
v3095	vExperience-CenteredDesign
v3094	vProbabilisticDatabases
v3097	vIntroductiontoBiomedicalEngineering:BiomechanicsandBioelectricity-PartI
v3096	vPeer-to-PeerDataManagement
v3091	vDesignandtheDigitalDivide
v3090	vProcessorMicroarchitecture:AnImplementationPerspective
v3093	vChaoticMaps:Dynamics,Fractals,andRapidFluctuations
v3092	vPhonocardiographySignalProcessing
v3099	vSpeechEnhancementintheKarhunen-LoèveExpansionDomain
v2708	vIWQoS
v222	vInt.J.HybridIntell.Syst.
v223	vInt.J.Intell.Syst.
v220	vInt.J.Comput.Math.
v221	vInt.J.Found.Comput.Sci.
v226	vInt.J.NeuralSyst.
v227	vNeurocomputing
v224	vInternationalJournalofInformationTechnologyandDecisionMaking
v225	vInt.J.Hum.-Comput.Stud.
v228	vIJPRAI
v229	vInternationalJournalofUncertainty,FuzzinessandKnowledge-BasedSystems
v3631	vESWCWorkshops
v3481	vATS
v3986	vSMARTGREENS
v3985	vICTD
v3385	vMURPBES
v3632	vNLPKE
v3384	vACFIE
v4200	vSynthesisLecturesonComputationalElectromagnetics
v3983	vRWS
v3387	vSOCO
v3982	vRTAS
v3323	vAGI
v3322	vAlMoDEP
v2238	vKeywordSearchinDatabases
v2239	vCommunityDetectionandMininginSocialMedia
v3327	vNLPDL/ATDL
v3326	vICSDM
v3325	vTheNewTechnologiesforAquileia
v3324	vEMEIT
v2232	vAnalyticalPerformanceModelingforComputerSystems
v2233	vAnIntroductiontoDuplicateDetection
v2230	vTransactionalMemory(.ed.)
v2231	vCommunicationNetworks:AConciseIntroduction
v2236	vPrivacy-PreservingDataPublishing:AnOverview
v2237	vEnsembleMethodsinDataMining
v2234	vAnalysisTechniquesforInformationSecurity
v2235	vSemanticRoleLabeling
v3383	vNGCA
v3731	vIJAACS
v3382	vWCNIS
v3553	vControllingEnergyDemandinMobileComputingSystems
v4207	vEchtzeit
v3670	vAAAISpringSymposium:BenchmarkingofQualitativeSpatialandTemporalReasoningSystems
v3141	vAlgorithmsandSoftwareforPredictiveandPerceptualModelingofSpeech
v3140	vAdvancedMetasearchEngineTechnology
v3737	vGamesandEconomicBehavior
v2126	vIJLT
v2127	vIJRFITA
v2124	vJ.LowPowerElectronics
v2125	vIJMC
v2122	vMicroelectronicsJournal
v2123	vComputers&ElectricalEngineering
v2120	vIEEETrans.Med.Imaging
v2121	vComputers,EnvironmentandUrbanSystems
v2128	vIEEETransactionsonRobotics
v2129	vFoundationsandTrendsinSignalProcessing
v2624	vGeneralelectricseries
v1325	vICRA
v3149	vLectureNotesInGeoinformationAndCartography
v1390	vIFSA/EUSFLATConf.
v3148	vHuman-ComputerInteractionSeries
v998	vNET-COOP
v999	vACAL
v1391	vICIRA
v994	vSUM
v995	vFMICS
v996	vSEAFOOD
v997	vProvSec
v990	vSLS
v991	vEUNICE
v992	vDAARC
v993	vPairing
v1393	vLION
v1324	vICONIP()
v1394	vWiMob
v2562	vIJIIT
v1395	vSASP
v2791	vADNTIIC
v1995	vDIC
v1396	vAGS
v2790	vISIA
v1992	vRECONFIG
v1397	vACIIDS
v2793	vBAIP
v1993	vInt.Conf.InteractionSciences
v1398	vDOR
v2792	vNetsCars/NetsTrains
v3979	vICPE'
v1399	vDBTA
v2795	vCNSA
v2794	vICITST
v1798	vMSN
v1799	vNAA
v1028	vMACE
v1029	vOSC
v1026	vWSKS()
v1027	vCAI
v1024	vCSE()
v1025	vICSC
v1022	vIWCF
v1023	vGlobe
v1020	vSpringSim
v1021	vICMT
v3100	vVisualObjectRecognition
v2560	vIJICTE
v518	vSIGMODConference
v519	vSoftwareComposition
v510	vSEDE
v511	vSEKE
v512	vSFM
v513	vSmartGraphics
v514	vCPR
v515	vACMConferenceonElectronicCommerce
v516	vSIGIR
v517	vSIGMETRICS/Performance
v1332	vINDOCRYPT
v1333	vISAAC
v1330	vITWP
v1331	vIMAInt.Conf.
v52	vHICSS
v53	vHiPEAC
v1334	vISCIS
v1335	vISMAR
v1338	vPADTAD
v1339	vISVC()
v58	vICDE
v59	vICDT
v1248	vComputationalIntelligenceandBioengineering
v1249	vHandbookofSatisfiability
v2755	vWirelessHealth
v1242	vREWERSE
v1243	vMultimodalCorpora
v1240	vMulti-ObjectiveSwarmIntelligentSystem
v1241	vIntelligentandSoftComputinginInfrastructureSystemsEngineering
v1246	vAdvancesinUbiquitousUserModelling
v1247	vHumanMachineInteraction
v1244	vRobustandOnlineLarge-ScaleOptimization
v1245	vArtificialIntelligence:AnInternationalPerspective
v4251	vMoDRE
v4080	vSVR
v424	vAustralianSoftwareEngineeringConference
v425	vAAMAS()
v426	vATC
v427	vBildverarbeitungfürdieMedizin
v420	vAda-Europe
v421	vAIME
v422	vPetriNets
v423	vASP-DAC
v428	vLanguages:FromFormaltoNatural
v429	vBNCOD
v4256	vSBES
v4348	vLectureNotesinSocialNetworks
v3935	vICTERI
v4257	vNCCA
v169	vAppl.Intell.
v1	vSynthesisLecturesonComputerArchitecture
v2	vACNS
v3	vACSC
v4	vADC
v5	vAfrigraph
v6	vCanadianConferenceonAI
v7	vALENEX
v8	vAOSD
v9	vAPCCM
v163	vAIEDAM
v162	vAICommun.
v165	vAISoc.
v164	vArtif.Intell.Law
v167	vIEEEAnnalsoftheHistoryofComputing
v166	vAlgorithmica
v2636	vComputerscienceandappliedmathematics
v769	vGIS
v768	vGIS-IWCTS
v767	vGeoS
v766	vGCA
v765	vGbRPR
v764	vFroCos
v763	vFQAS
v762	vFOSAD
v761	vFORMATS
v760	vFM
v1387	vBIBM
v1497	vNTMS
v2635	vMitteilungenausdemForschungsinstitutderDeutschenBundespost
v1496	vHESSD
v2632	vStanfordArtificialIntelligenceLaboratory:MemoAIM
v4170	vPDC()
v1495	vESIAT()
v2633	vMinerva-FachserieNaturwissenschaften
v3068	vMultiprocessorSystem-on-Chip
v3069	vMathematicalApproachestoPolymerSequenceAnalysisandRelatedProblems
v4012	vHSB
v1494	vIFITA()
v4014	vDCM
v2630	vACMmonographseries
v3970	vMidSens
v4017	vAUTOMATA&JAC
v3060	vStudiesinComplexityandCryptography
v1493	vETT
v3062	vAlgorithmsUnplugged
v2631	vASCIdissertation
v3064	vVariantsofEvolutionaryAlgorithmsforReal-WorldApplications
v3065	vNaturalComputingSeries
v1386	vMOBIWAC
v1492	vWGEC
v3849	vQuantumCryptographyandComputing
v1491	vSGAIConf.
v3668	vAAAISpringSymposium:ModelingComplexAdaptiveSystemsasifTheyWereVotingProcesses
v3669	vAAAISpringSymposium:EmbeddedReasoning
v3666	vAAAISpringSymposium:ArtificialIntelligenceforDevelopment
v3667	vAAAISpringSymposium:AIandHealthCommunication
v3664	vAAAISpringSymposium:LinkedDataMeetsArtificialIntelligence
v1490	vICETET
v3662	vAAAISpringSymposium:LogicalFormalizationsofCommonsenseReasoning
v3663	vAAAISpringSymposium:ComputationalPhysiology
v2815	vSENSAPPEAL
v3661	vAAAISpringSymposium:EducationalRoboticsandBeyond
v3109	vQuantumComputingforComputerArchitects,SecondEdition
v1808	vNLDB
v1809	vNOLISP
v1804	vHLT-NAACL(TutorialAbstracts)
v1805	vNetWORKing
v1806	vNIPS
v1807	vHeinzNixdorfSymposium
v1800	vHLT-NAACL
v1801	vHLT-NAACL(StudentResearchWorkshopandDoctoralConsortium)
v1802	vHLT-NAACL(Demos)
v1803	vHLT-NAACL(ShortPapers)
v4124	vAMS
v3842	vSynthesisLecturesontheSemanticWeb
v699	vSymposiumonComputationalGeometry
v698	vCODES+ISSS
v4120	vPerDis
v4121	vCN
v4122	vICMEWorkshops
v3843	vQuantumRadar
v693	vDTMBIO
v692	vCIKM-SWSM
v691	vCloudDB
v690	vCIKM
v697	vCMSB
v696	vCIVR
v695	vCIKM-CNIKM
v694	vCIKM-DSMM
v3108	vBiomedicalTechnologyAssessment:TheQMethod
v3316	vFGIT-BSBT
v3841	vSynthesisLecturesonHumanLanguageTechnologies
v2156	vJ.InternetServicesandApplications
v2938	vIJAOM
v2429	vUSENIXSecuritySymposium
v2428	vTRIDENTCOM
v2427	vSRDS
v2426	vWOSIS
v1384	vESEM
v2424	vSIGSOFTFSE
v2423	vSicherheit
v2422	vSETA
v2421	vInternationalSemanticWebConference()
v2420	vEuroMPI
v1655	vDG.O
v3408	vSYRCoDIS
v3409	vReCoSoC
v4308	vJ.Instruction-LevelParallelism
v3844	vHigh-levelStructuresforQuantumComputing
v1654	vDEXA()
v3402	vIJATEM
v3403	vJ.SpatialInformationScience
v3400	vBooksOnline
v3401	vT.Aspect-OrientedSoftwareDevelopmentVIII
v3406	vIEEESignalProcess.Lett.
v1657	vDIALM-POMC
v3404	vSEUH
v3405	vCOMSWARE
v341	vJournalofIntelligentandRoboticSystems
v340	vSignalProcessing
v343	vMathematicsandComputersinSimulation
v342	vComputationalStatistics&DataAnalysis
v345	vEuropeanJournalofOperationalResearch
v344	vOpticalSwitchingandNetworking
v347	vJ.DigitalImaging
v346	vComputerMethodsandProgramsinBiomedicine
v349	vTAAS
v348	vJ.ElectronicTesting
v3790	vHandbookofAmbientAssistedLiving
v3791	vGraphDataManagement
v3796	vSoftware,environments,tools
v3797	vMakeprojects
v3794	vChapmanandHall/CRCmathematicalandcomputationalbiologyseries
v1650	vDocumentAnalysisSystems
v187	vComputers&OR
v186	vConcurrencyandComputation:PracticeandExperience
v185	vIEEEComputer
v184	vComput.Geom.
v183	vComputerCommunications
v182	vComputerNetworks
v181	vComput.Graph.Forum
v180	vIEEEComputerGraphicsandApplications
v3886	vBeliefFunctions
v3887	vVLSI-SoC(SelectedPapers)
v3446	vExpertSystems
v1652	vDELTA
v3882	vEvoMUSART
v3883	vEvoApplications
v189	vLogicalMethodsinComputerScience
v188	vCoRR
v2689	vS-CUBE
v2688	vHCC
v2683	vFOGA
v2682	vFG
v2681	vEUC
v2680	vEGPGV
v2687	vGRID
v2686	vComputationalTransportationScience
v2685	vGIR
v2684	vGeoInfo
v3240	vVirtualRealities
v3241	vModel-BasedEngineeringofEmbeddedReal-TimeSystems
v2339	vCLIMAX
v2338	vCLIMAAX
v3244	vCONTEXT
v3245	vTREC
v3246	vSemanticMininginBiomedicine
v3247	vTSP
v2333	vFCST
v2332	vLogicandAutomata
v2331	vALA
v2330	vAAIRS
v2337	vCLEF()
v2336	vSOCINFO
v2335	vCICLing()
v1470	vRE
v3086	vAPerspectiveonSingle-ChannelFrequency-DomainSpeechEnhancement
v3087	vStochasticNetworkOptimizationwithApplicationtoCommunicationandQueueingSystems
v3084	vRethinkingQuaternions
v3085	vMethodsforMiningandSummarizingTextConversations
v3082	vAnalysisofOrientedTexturewithApplicationstotheDetectionofArchitecturalDistortioninMammograms
v3083	vMatricesinEngineeringProblems
v3080	vSoftComputingforIntelligentControlandMobileRobotics
v3081	vDesigningforUserEngagement
v4199	vCyberForaging:BridgingMobileandCloudComputing
v4289	vISWC-PD
v3088	vFundamentalsofPhysicalDesignandQueryCompilation
v3089	vAnIntroductiontoModelsofOnlinePeer-to-PeerSocialNetworking
v239	vInf.Syst.E-BusinessManagement
v238	vInf.Sci.
v3490	vCyberC
v235	vInf.Process.Manage.
v234	vInf.Process.Lett.
v237	vInf.Syst.
v236	vInf.Retr.
v231	vInformatikSpektrum
v230	vInformatica,Lith.Acad.Sci.
v233	vIEEEInternetComputing
v232	vIntegration
v3689	vISWCPosters&Demos
v3800	vComputerCommunicationsAndNetworks
v1921	vSCSS
v2207	vComputationalIntelligenceforTechnologyEnhancedLearning
v2206	vInteractiveCollaborativeInformationSystems
v2205	vComputerandInformationScience
v1920	vTeNe
v2203	vComputerVision:Detection,RecognitionandReconstruction
v2202	vRecentAdvancesInHarmonySearchAlgorithm
v2201	vIntelligentAutonomousSystems
v2200	vAdvancesinMusicInformationRetrieval
v2759	viConference
v2758	vHCITOCH
v2209	vKnowledge-FreeandLearning-BasedMethodsinIntelligentGamePlaying
v2208	vSoftwareEngineering,ArtificialIntelligence,NetworkingandParallel/DistributedComputing
v3338	vTheFutureofSoftwareEngineering
v3339	vLogicandGrammar
v3334	vLID
v3335	vFoundationsfortheWebofInformationandServices
v3336	vAlgebraicFoundationsinComputerScience
v3337	vFormalModeling:Actors,OpenSystems,BiologicalSystems
v3330	vTrendsinFunctionalProgramming
v3331	vNL-MUA
v3332	vRuleMLAmerica
v3333	vRuleMLEurope
v4392	vADBISWorkshops
v3546	vVISAPP
v1929	vWAFR
v3536	vNewDirectionsinWebDataManagement
v1928	vICHL
v4180	vLINEARITY
v1653	vDEON
v2113	vMachineTranslation
v2112	vMath.Log.Q.
v2111	vHigher-OrderandSymbolicComputation
v2110	vJ.WebEng.
v2117	vSIGKDDExplorations
v2116	vSIGIRForum
v2115	vSIGARCHComputerArchitectureNews
v2114	vScientometrics
v2119	vIEEETransactionsonInformationTechnologyinBiomedicine
v2118	vT.Aspect-OrientedSoftwareDevelopmentV
v4222	vIMMoA
v4453	vCA(i)SE
v2924	vSIAMJ.NumericalAnalysis
v2780	vSBM
v989	vISICA
v988	vGECON
v987	vIWCMC
v986	vITiCSE
v985	vCCECE
v984	vWISTP
v983	vSOCASE
v982	vRR
v981	vTASE
v980	vEuroSys
v1019	vPETRA
v1018	vIHM
v1013	vSWS
v1012	vDMSN
v1011	vSAICSITConf.
v1010	vMOBILWAREWorkshops
v1017	vAPGV
v1016	vIAS
v1015	vJTRES
v1014	vSAGT
v2860	vWebology
v1400	vWIAMIS
v509	vSDM
v508	vSCIA
v1499	vKDIR
v1401	vSCALCOM-EMBEDDEDCOM
v503	vRTA
v502	vRSKT
v501	vPROFES
v500	vPODS
v507	vSSVM
v506	vSAT
v505	vSAMOS
v504	vSACMAT
v1403	vSERVICESII
v1659	vDMIVA
v1658	vDIALM-PODC
v1309	vCVPR
v1308	vCSF
v1307	vCRV
v1306	vCOSTActionFinalReport
v1305	vIEEEConferenceonComputationalComplexity
v1304	vCIS()
v1303	vCCGRID
v1302	vC
v1301	vBIBE
v1300	vBCSHCI
v1475	vSACI
v1474	vWOWMOM
v1477	vSemWiki
v1476	vFSEN
v1471	vSCAM
v1406	vCAR
v1473	vWCET
v1472	vVL/HCC
v3840	vSynthesisLecturesOnSignalProcessing
v1407	vCASON
v1479	vPLPV
v1478	vHaskell
v1409	vASONAM
v3964	vIntelligentTutoringSystems
v437	vCORIA
v436	vCOORDINATION
v435	vCOCOON
v434	vConf.ComputingFrontiers
v433	vCBSE
v432	vCAV
v431	vCAiSE
v430	vCADE
v3112	vInformationConcepts:FromBookstoCyberspaceIdentities
v439	vSoftwareEngineeringforSelf-AdaptiveSystems
v438	vCPM
v3113	vIntroductiontoBiomedicalEngineering:BiomechanicsandBioelectricity-PartII
v3442	vIEEETrans.SmartGrid
v3967	vSOCPAR
v3443	vInt.ArabJ.e-Technol.
